serial,AB,sentiment_polarity,sentiment_subjectivity,sentiment_category
1421,"Security games are used for mathematically optimizing security measures aimed at minimizing the effects of criminal activity. Their use has been attracting attention in the fields of artificial intelligence (AI) and multi-agent systems, and they are now being put to practical use by several U.S. public agencies. However, the use of urban network security games to analyze the problem of catching criminals at road checkpoints is difficult, which has hindered their application to city-scale networks. To overcome this difficulty, we have developed min-cut arrangement and graph contraction algorithms. The min-cut arrangement algorithm identifies candidate checkpoint locations that maximize security. The graph contraction algorithm reduces the problem, leading to a dramatic reduction in computational time for urban network security games, for which the computational cost increases exponentially with the size of the problem. In this paper, we introduce these algorithms and present results for a 200,000-node problem centered on the 23 wards of Tokyo.",-0.1102564102564102,0.3474358974358974,負面
1540,"We wanted to measure the impact of the curriculum learning technique on the training times for an agent that is being trained to play a video game using reinforcement learning, so we designed experiments with different training curriculums adapted for the video game chosen as a case study, experiments run on a game simulation platform, using the mean cumulative reward as the performance measure. Results suggest that curriculum learning has a significant impact on the training process, decreasing training times up to 40% percent in some cases.",-0.1895833333333333,0.5604166666666667,負面
1542,"To diagnose someone's reasoning today as ""sophistry"" is to say that this reasoning is at once persuasive (at least to a significant degree) and logically invalid. We begin by explaining that, despite some recent scholarly arguments to the contrary, the understanding of 'sophistry' and 'sophistic' underlying such a lay diagnosis is in fact firmly in line with the hallmarks of reasoning proffered by the ancient sophists themselves. Next, we supply a rigorous but readable definition of what constitutes sophistic reasoning (=sophistry). We then discuss ""artificial"" sophistry: the articulation of sophistic reasoning facilitated by artificial intelligence (AI) and promulgated in our increasingly digital world. Next, we present, economically, a particular kind of artificial sophistry, one embodied by an artificial agent: the lying machine. Afterward, we respond to some anticipated objections. We end with a few speculative thoughts about the limits (or lack thereof) of artificial sophistry, and what may be a rather dark future.",-0.1229166666666666,0.4766666666666667,負面
1548,"In this article, we present a new methodology that employs tester agents to automate video game testing. We introduce two types of agents-synthetic and humanlike-and two distinct approaches to create them. Our agents are derived from Sarsa and Monte Carlo tree search (MCTS) but focus on finding defects, while traditional game-playing agents focus on maximizing game scores. The synthetic agent uses test goals generated from game scenarios, and these goals are further modified to examine the effects of unintended game transitions. The humanlike agent uses test goals extracted by our proposed multiple greedy-policy inverse reinforcement learning (MGP-IRL) algorithm from tester trajectories. MGP-IRL captures multiple policies executed by human testers. We use our agents to produce test sequences, and run the game with these sequences. At each run, we use an automated test oracle to check for bugs. We analyze the proposed method in two parts-we compare the success of humanlike and synthetic agents in bug finding, and we evaluate the similarity between humanlike agents and human testers. We collected 427 trajectories from human testers using the General Video Game Artificial Intelligence (GVG-AI) framework and created three games with 12 levels that contain 45 bugs. Our experiments reveal that humanlike and synthetic agents compete with human testers' bug finding performances. Moreover, we show that MGP-IRL increases the humanlikeness of agents while improving the bug finding performance.",-0.1106818181818181,0.3152272727272727,負面
1577,"Game developers have employed dynamic difficulty adjustment (DDA) in designing game artificial intelligence (AI) to improve players' game experience by adjusting the skill of game agents. Traditional DDA agents depend on player proficiency only to balance game difficulty, and this does not always lead to improved enjoyment for the players. To improve game experience, there is a need to design game AIs that consider players' affective states. Herein, we propose AI opponents that decide their next actions according to a player's affective states, in which the Monte-Carlo tree search (MCTS) algorithm exploits the states estimated by machine learning models referencing in-game features. We targeted four affective states to build the model: challenge, competence, valence, and flow. The results of our user study demonstrate that the proposed approach enables the AI opponents to play automatically and adaptively with respect to the players' states, resulting in an enhanced game experience.",-0.2923076923076922,0.4705128205128206,負面
1584,"The paper presents a multi-agent system that learns to manage the re-sources of an unmanned spacecraft. Each agent controls a subsystem and learns to optimise its resources. The agents can co-ordinate their actions to satisfy user requests. Co-ordination is achieved by exchanging sched-uling information between agents. Resource management is implemented using two reinforcement learning techniques: the Monte-carlo and the Q-learning. The paper demonstrates how the approach can be used to model the imaging system of a spacecraft. The environment is represented by agents which control the spacecraft sub-systems involved in the imaging activity. The agent in charge of the resource management senses the information regarding the resource requested, the resource conflicts and the resource availability. Scheduling of resources is learnt when all subsystems are fully functional and when resources axe reduced by random failures.",-0.5,0.5,負面
1625,"RoboEM, an artificial intelligence (AI)-based flight agent, automatically steers through three-dimensional electron microscopy (3D-EM) images of brain tissue to follow neurites. RoboEM substantially improves state-of-the-art automated reconstructions, eliminating manual proofreading needs in complex connectomic analysis problems and paving the way for high-throughput, cost-effective, large-scale mapping of neuronal networks - connectomes.",-0.4499999999999999,0.7,負面
1697,"The application of agent technology to the solution of problems in health care has in recent years become increasingly common. A workshop on this area of research was held as part of the 16th European Conference on Artificial Intelligence (ECAI-2004), in Valencia, August 2004, at which twelve papers were presented. This special issue contains extended versions of a selection of five of the papers presented at the workshop.",-0.1085714285714285,0.4642857142857142,負面
1703,"Language is a complex phenomenon. Utterances arise from complex interactions between semantics and grammar. Usually, semantics and grammar are studied separately from each other. This paper introduces a model that makes it possible to study the interaction between these two parts of language. The model comprises a population of agents that feature a relatively complex semantic module, and a lexicalisation module that can produce utterances from semantic representations. The language the agents use to communicate is developed through their interactions, without central control. The concrete focus of the model is on determination: whether or not the referents of an utterance are definite.",-0.1025,0.4175,負面
1783,"A method of freezing semen using N-methylacetamide (MA) as a cryoprotective agent was applied to Yakido, a chicken breed designated as a ""Natural Monument"" under the ""Law for the Protection of Cultural Property"" (Law No. 214, May 30, 1950) in Japan. Semen was collected from Yakido roosters, and pooled semen was diluted 1: 1 using semen diluent containing no cryoprotective agent. After equilibration at 5 degrees C for 30 min, diluted semen was further diluted 1: 1 using semen diluent containing MA at a final concentration of 9%. Diluted semen was packaged into 0.5-mL plastic straws and frozen by placing the straws in liquid nitrogen vapor followed by plunging into liquid nitrogen at -196 degrees C. After storage in liquid nitrogen for about one month, frozen semen was thawed in ice water. Intravaginal artificial insemination (AI) was performed immediately after thawing semen without removing the cryoprotective agent. In Fertility Trial 1, AI was performed once a week for four consecutive weeks. Weekly fertility rates using frozen semen were 83.8+/-13.8%, 77.1+/-8.8%, 88.6+/-15.1%, and 77.3+/-5.7% for weeks 1, 2, 3, and 4, respectively. Hatchability was over 90% throughout the experimental period. In Fertility Trial 2, the duration of fertility was examined after intravaginal insemination for 2 consecutive days. Daily fertility rates using frozen-thawed semen were 90.0%, 90.0%, 91.7%, 88.9%, 100.0%, 100.0%, 100.0%, 55.6%, 60.0%, 25.0%, 30.0%, 30.0%, and 9.1% for days 1 through 13 after AI, respectively. Overall hatchability was 89.5%. These results indicated that freezing chicken spermatozoa using MA as a cryoprotective agent is a practical method of preserving chicken semen collected from genetically valuable chicken breeds.",-0.2076923076923077,0.5615384615384615,負面
1814,"The distribution and structure of hydrolyzed tannins, the separation of tanning agents and their quantitative determination, methods for preparing tanning extracts, methods for increasing the efficiency of extracting raw material, and the chemical processes during tanning of hides are discussed. The literature from 1950 to 1999 is reviewed.",-0.2307692307692307,0.4615384615384615,負面
1867,"Classical biological control of waterhyacinth is difficult to evaluate against the backdrop of active herbicide programs. Two experiments evaluated the additive impact of herbivory by two biological control agents with three different rates of 2,4-D on waterhyacinth growth and development in outdoor concrete mesocosms. The herbicide 2,4-D was applied at three rates: (1) control (no herbicide), (2) reduced (2.1 kg ai ha(-1)), and (3) operational (4.3 kg ai ha(-1)). Biomass of waterhyacinth populations was reduced by 16.9% by biological control only, 10.5% by the reduced rate of herbicide alone, 44.6% by the operational rate, and 97.3% and 99.9% by the combination of biological control and the reduced and operational rates of herbicides, respectively. These results quantified the relative contributions of both tactics to waterhyacinth management and posit the question of whether further reductions in 2,4-D rates are possible without sacrificing efficacy.",-0.1121212121212121,0.5545454545454546,負面
1896,"Two types of bonding agents were synthesized based on polyetheramines (PEAs), which aim to increase the strain of AP/CL-20/GAP formulation. The PEAs, terminated with cyano (CTPEA) and Schiff base (SBPEA) groups, were applied in the AP/CL-20/GAP formulation, respectively. The results showed that the bonding agents TCN-403 (CTPEA) and TBA-403 (SBPEA), which were prepared from trifunctional PEA named as T-403, could significantly increase the maximum elongation ratio of the formulation. The differences between the TCN-403 and TBA-403 were analyzed by DMA of the formulations, SEM of the coated fillers, and in-situ tensile test, indicating that the Schiff base bonding agents can effectively inhibit the dewetting of the binder from the solid particles in the formulations.",-0.1041666666666666,0.6458333333333334,負面
1955,"The established methods of computer simulation have recently been augmented by new and valuable techniques derived from Artificial Intelligence (AI) studies. These new techniques centre on agents and agent technology, and enable theory building experiments with artificial societies. This paper is a strategic discussion, from a classical AI perspective, of the new techniques and of the methodological opportunities and problems associated with them.",-0.1129870129870129,0.5162337662337663,負面
1983,Relational methodology of defining automated proof systems has been applied to a modal logic for reasoning with incomplete information and to an epistemic logic for reasoning about partial knowlege of groups of agents.,-0.1,0.3,負面
2015,"In this work, we propose a Multi-dot Ensemble Regression AI detector (MER) based on the Lambert-Beer law. We pre-trained a model using the infrared spectral data of target additives collected in advance to detect the target additives in unknown oil samples. The algorithm's feasibility was validated by assessing the content of additives in a series of simulated commercial oil samples that were not part of the training set. We established models for three common lubricating oil additives (anti-friction, anti-wear, and antioxidant agents), demonstrating their effectiveness in oil sample detection. Additionally, by comparing with other algorithms, we established the superiority of MER in small-sample learning scenarios.",-0.13125,0.36875,負面
2073,"This article aims to address the theoretical and practical issues of fiduciary relationship with artificial intelligence systems. The findings point out that human can establish conditional fiduciary relationships with autonomous artificial intelligence systems by unilateral recognition, or authorization by consent. Artificial intelligence systems can have a social personality when authorized by humans. Although AI cannot sue and be sued without recognition of a legal personality. This paper provides an original contribution to the existing knowledge on the nature of self-learning machines and international regulation of autonomous artificial intelligence systems.",-0.1147435897435897,0.5628205128205128,負面
2110,"In order to lower the driving voltage of polymer dispersed liquid crystal (PDLC), an oligomeric surface modifying agent (SMA) which is a fluoroalkyl terminated polyurethane (PU) oligomer has been synthesized and added to polyurethane acrylate (PUA) resin. With the addition of SMA, contact angle of the resin surface with an LC drop increased and domain size decreased significantly due to the enrichment of SMA molecules at the surfaces. Operating voltage decreased up to 5 phr SMA and increased beyond this content. Regarding the effect of SMA molecular weight, lower molecular weight drove the shutter at lower operating voltage, indicative of more enrichment of the SMA molecules at the surfaces. (c) 2006 Elsevier Ltd. All rights reserved.",-0.10625,0.56875,負面
2163,"As a follow-up to the work of Chen and Huang [S.-H. Chen, Y.-C. Huang, Risk preference, forecasting accuracy and survival dynamics: simulations based on a multi-asset agent-based artificial stock market, Working Paper Series 2004-1, AI-ECON Research Center, National Chengchi University, 2004; S.-H. Chen, Y.-C. Huang, Risk preference and survival dynamics, in: T. Terano, H. Kita, T. Kaneda, K. Arai, H. Deghchi (Eds.), Agent-Based Simulation: From Modeling Methodologies to Real-World Applications, Springer Series on Agent-Based Social Systems, vol. 1, 2005, pp. 135-143], this paper continues to explore the relationship between wealth share dynamics and risk preferences in the context of an agent-based multi-asset artificial stock market. We simulate a multi-asset agent-based artificial stock market composed of heterogeneous agents with different degrees of relative risk aversion. As before, we find that the difference, in risk aversion and the resultant saving behavior are the primary forces in determining the survivability of agents. In addition to the stability of the saving behavior, the level of the saving rate also plays a crucial role. The agents with stable saving behavior, e.g., the log-utility agents, may still become extinct because of their low saving rates, whereas the agents with unstable saving behavior may survive because of their high saving rates, implied by their highly risk-averse preferences. (c) 2006 Elsevier Inc. All rights reserved.",-0.1189743589743589,0.5574358974358975,負面
2173,"The value alignment problem for artificial intelligence (AI) asks how we can ensure that the ""values""-i.e., objective functions-of artificial systems are aligned with the values of humanity. In this paper, I argue that linguistic communication is a necessary condition for robust value alignment. I discuss the consequences that the truth of this claim would have for research programmes that attempt to ensure value alignment for AI systems-or, more loftily, those programmes that seek to design robustly beneficial or ethical artificial agents.",-0.1249999999999999,0.6625,負面
2180,"Artificial agents are on their way to interact with us daily. Thus, the design of embodied artificial agents that can easily cooperate with humans is crucial for their deployment in social scenarios. Endowing artificial agents with human-like behavior may boost individuals' engagement during the interaction. We tested this hypothesis in two screen-based experiments. In the first one, we compared attentional engagement displayed by participants while they observed the same set of behaviors displayed by an avatar of a humanoid robot and a human. In the second experiment, we assessed the individuals' tendency to attribute anthropomorphic traits towards the same agents displaying the same behaviors. The results of both experiments suggest that individuals need less effort to process and interpret an artificial agent's behavior when it closely resembles one of a human being. Our results support the idea that including subtle hints of human-likeness in artificial agents' behaviors would ease the communication between them and the human counterpart during interactive scenarios.",-0.1464912280701754,0.4460526315789473,負面
2318,"Penicillium rubensstrain 212 (PO212) acts as an inducer of systemic resistance in tomato plants. The effect of crude extracellular extracts of PO212 on the soil-borne pathogenFusarium oxysporumf. sp.lycopersicihas been evaluated. Evidence of the involvement of soluble, thermo-labile, and proteinase-inactivated macromolecules present in PO212 crude extracts in the control ofFusariumvascular disease in tomato plants was found. Proteomic techniques and the availability of the access to the PO212 genome database have allowed the identification of glycosyl hydrolases, oxidases, and peptidases in these extracellular extracts. Furthermore, a bioassay-guided fractionation of PO212 crude extracellular extracts using an integrated membrane/solid phase extraction process was set up. This method enabled the separation of a PO212 crude extracellular extract of seven days of growth into four fractions of different molecular sizes and polarities: high molecular mass protein fraction >5 kDa, middle molecular mass protein fraction 5-1 kDa, low molecular mass metabolite fraction, and nutrients from culture medium (mainly glucose and minerals). The high and middle molecular mass protein fractions retained disease control activity in a way similar to that of the control extracts. Proteomic techniques have allowed the identification of nine putatively secreted proteins in the high molecular mass protein fraction matching those identified in the total crude extracts. Therefore, these enzymes are considered to be potentially responsible of the crude extracellular extract-induced resistance in tomato plants againstF. oxysporumf. sp.lycopersici. Further studies are required to establish which of the identified proteins participate in the PO212's action mode as a biocontrol agent.",-0.1580952380952381,0.5501587301587302,負面
2357,"In this paper we propose two new distributed consensus-based algorithms for temporal-difference learning in multi-agent Markov decision processes. The algorithms are of off-policy type and are aimed at linear approximation of the value function. Restricting agents' observations to local data and communications to their small neighborhoods, the algorithms consist of: (a) local updates of the parameter estimates based on either the standard TD(),) or the emphatic ETD(),) algorithm, and (b) dynamic consensus scheme implemented over a time-varying lossy communication network. The algorithms are completely decentralized, allowing efficient parallelization and applications where the agents may have different behavior policies and different initial state distributions while evaluating a common target policy. It is proved under nonrestrictive assumptions that the proposed algorithms weakly converge to the solutions of the mean ordinary differential equation (ODE) common for all the agents. It is also proved that the whole system may be stabilized by a proper choice of the network and that the parameter estimates weakly converge to consensus. Discussion is given on the asymptotic bias and variance of the estimates, on the projected forms of the proposed algorithms, as well as on restrictiveness of the adopted assumptions. Simulation results illustrate the main properties of the algorithms and provide comparisons with similar schemes.& COPY; 2023 The Author(s). Published by Elsevier Ltd. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).",-0.1049758953168043,0.3996384297520661,負面
2415,"Increasingly, humans are interacting not only with other humans, but also with artificial agents - and there is a growing effort to develop artificial team-mates for different team-based activities. Related work comparing human-human and human-computer conversational interactions, competitive interactions, and cooperative interactions shows that there are significant differences between the way humans feel about, treat, and behave when interacting with humans - compared to the way they feel about and act towards/with artificial agents. One issue that has not been sufficiently studied in the related work is whether there are differences in player enjoyment when playing a team-mate game as a member of a human-human team versus a human-agent team - and if so, how to explain such differences. A number of empirical comparative studies were conducted in which participants played team-mate games with either an artificial team-mate - or with a human team-mate who was connected over the network from another location. In fact, unknown to the participants, the ""human"" team-mate was the same as the artificial team-mate, so gameplay behavior was constant under all conditions. Participants consistently made claims about increased enjoyment when the team-mates was perceived to be human. This paper summarizes these results and proposes an explanation in terms of players' inability to imagine artificial agents are capable of certain states or behaviors.",-0.1285714285714285,0.5512400793650793,負面
2524,"To assess the intelligence of machines, Alan Turing proposed a test of imitation known as the imitation game, famously known as the Turing test. To assess whether artificial intelligent (AI) systems could be moral or not, Colin Allen et al. developed a test of imitation in the context of morality, a test known as the Moral Turing Test (MTT), which I will, in this paper, call the moral imitation game. There are arguments against developing any type of MTT or moral imitation game. Rather than developing a moral imitation game, this paper proposes a criterion of imitation for AI systems in the moral scenario. To develop a criterion of imitation, I explore the notion of moral attribution in detail. Within the case of moral attribution, I introduce the subject-ascriber distinction. The notion of moral attribution and the subject-ascriber distinction is employed to address the following questions: (a) how is the assessment in MTT arranged?, (b) what is the role of the interrogator in the MTT?, and (c) what information is to be concealed from the interrogator? The first question deals with the aspect of assessment, the second question deals with the reordering of the role of the interrogator and the third one deals with the concealment aspect of the imitation game. After that, a criterion of imitation for AI systems is put forward. Using the subject-ascriber distinction in moral attribution and David Lewis' Mad Pain and Martian Pain cases, it is argued that the notion of sentience is insignificant for the ascriber for moral attributions.",-0.1016203703703703,0.288425925925926,負面
2539,"Porous crystalline SnO2 thin films were electrodeposited from an oxygen-saturated acid aqueous solution of SnCl2 containing different amounts of butyl rhodamine B (BRhB) at 70 degrees C. BRhB can not only be dissolved in the acid deposition solution due to its amidocyanogen substitute, where HCl was added to suppress hydrolysis of SnCl2, but also be adsorbed on the surface of SnO2 through its carbonate substitute. Therefore, it was used as a structure-directing agent to control the growth of SnO2 crystals and then the crystalline structure and surface morphology of the deposited film. The electrodeposited thin films show porous morphology and rutile-type SnO2 crystalline structure due to the effects of BRhB on the growth, and these structural features can be adjusted by changing the added amount of BRhB. The SnO2 thin film electrodeposited with addition of BRhB exhibits electrocatalytic characteristic enhancement on oxidation of phenol due to its porous structure. (C) 2011 Elsevier B.V. All rights reserved.",-0.1824074074074074,0.6379629629629631,負面
2562,"Heart failure (HF) is a common clinical condition encountered in various healthcare settings with a vast socioeconomic impact. Recent advancements in pharmacotherapy have led to the evolution of novel therapeutic agents with a decrease in hospitalization and mortality rates in HF with reduced left ventricular ejection fraction (HFrEF). Lately, the introduction of artificial intelligence (AI) to construct decision-making models for the early detection of HF has played a vital role in optimizing cardiovascular disease outcomes. In this review, we examine the newer therapies and evidence behind goal-directed medical therapy (GDMT) for managing HF. We also explore the application of AI and machine learning (ML) in HF, including early diagnosis and risk stratification for HFrEF. (c) 2023 Elsevier Inc. All rights reserved.",-0.1243589743589743,0.45,負面
2588,"An important challenge for safety in machine learning and artificial intelligence systems is a set of related failures involving specification gaming, reward hacking, fragility to distributional shifts, and Goodhart's or Campbell's law. This paper presents additional failure modes for interactions within multi-agent systems that are closely related. These multi-agent failure modes are more complex, more problematic, and less well understood than the single-agent case, and are also already occurring, largely unnoticed. After motivating the discussion with examples from poker-playing artificial intelligence (AI), the paper explains why these failure modes are in some senses unavoidable. Following this, the paper categorizes failure modes, provides definitions, and cites examples for each of the modes: accidental steering, coordination failures, adversarial misalignment, input spoofing and filtering, and goal co-option or direct hacking. The paper then discusses how extant literature on multi-agent AI fails to address these failure modes, and identifies work which may be useful for the mitigation of these failure modes.",-0.1233333333333333,0.4233333333333333,負面
2602,"This article studies the consensus tracking control of stochastic multi-agent system (MAS) under randomly switched topology with faulty actuators. The system is considered as a stochastic one, under which the followers can track with a virtual leader while the leader's trajectory can only be used for a small subset of followers. The topology conversion is controlled by a continuous-time Markov process. A fault-tolerant control strategy is designed for each agent with its neighbors' information, then the proposed control protocol is proved with Lyapunov stability theory. Simulation part verifies the mentioned controller.(c) 2022 Elsevier Inc. All rights reserved.",-0.25,0.6333333333333333,負面
2640,"Charge formation in epoxy loaded with fillers such as SiO2, CaCO3 and Al(OH)(3) was investigated. A small amount of homocharge was observed in the cured epoxy. The homocharge in epoxy/filler composite increased when both SiO2 and AI(OH)3 are mixed, whereas it decreased when CaCO3 is mixed. The highest homocharge was found in the epoxy containing 50 phr of SiO2. Space charge characteristics did not change by the surface treatment of SiO2 with gamma-glycidoxypropyltrimethoxysilane, a coupling agent, although diffused charge distributions were observed at some contents of coupling agent. Homocharge accumulation in these samples was attributed to the trapping of injected electrons at the epoxy/filler interfaces.",-0.13,0.4199999999999999,負面
2645,"Borrelia burgdorferi, the causative agent of Lyme disease, is transmitted to humans by bite of Ixodes scapularis ticks. The mechanisms by which the bacterium is transmitted from vector to host are poorly understood. In this study, we show that the F(ab)(2) fragments of BBE31, a B. burgdorferi outer-surface lipoprotein, interfere with the migration of the spirochete from tick gut into the hemolymph during tick feeding. The decreased hemolymph infection results in lower salivary glands infection, and consequently attenuates mouse infection by tick-transmitted B. burgdorferi. Using a yeast surface display approach, a tick gut protein named TRE31 was identified to interact with BBE31. Silencing tre31 also decreased the B. burgdorferi burden in the tick hemolymph. Delineating the specific spirochete and arthropod ligands required for B. burgdorferi movement in the tick may lead to new strategies to interrupt the life cycle of the Lyme disease agent.",-0.2127272727272728,0.5159090909090909,負面
2680,"In view of the high coupling degree of regional integrated energy system, a bilayer interaction strategy, consisting of energy suppliers, distribution networks, and users, is proposed. Game interaction strategy includes two aspects: scheduling and bidding. The independent system operator (ISO) coordinates all adjustable resources. Depending on the quotation price and multi-energy load prediction, ISO minimises the total energy cost, which realises the complementary of the multi-energy in the cooperative game. Under the assumption of incomplete information and bounded rationality, this study designs bidding functions and pay-as-bid settlement protocols. On this basis, according to history scheduling data and units' characteristics, agents for energy suppliers pursue maximum interests. Also, the non-cooperative bidding process in multi-energy market is simulated by using Q-learning algorithm. Finally, the evolutionary process of the bilayer competitive game model is studied by practical example, and the existence local Nash equilibrium of the strategy is also proven.",-0.13,0.4518749999999999,負面
2722,"To determine whether the agent of human granulocytic ehrlichiosis (HGE) (Anaplasma phagocytophilum) may be maintained in a parallel enzootic cycle between cottontail rabbits and their ticks, we sampled these hosts from a zoonotic site during five transmission seasons. Evidence of infection was sought by microscopy and polymerase chain reaction from rabbit blood or splenic tissue, and from ticks collected from rabbits or from vegetation. Approximately 27% of all rabbits sampled contained evidence of active infection, and 66% were seropositive. The vectorial capacity of Ixodes dentatus was demonstrated by xenodiagnosis studies; in addition, 2% of host-seeking nymphs were infected. Haemaphysalis leporispalustris was not a competent vector. Because of their propensity to densely inhabit peridomestic sites, and because L dentatus may be transported by birds, a parallel cycle of transmission in cottontail rabbits would facilitate introduction and perpetuation of the agent of HGE.",-0.1305555555555555,0.3277777777777777,負面
2729,"We propose an agent-based artificial stock market to investigate the influences of social networks on financial markets. It contains four types of traders whose information sets and trading strategies are different. The application of artificial intelligence is employed in informed and uninformed traders'behaviour and heterogeneity. When information is exogenous, social networks result in higher volatility and trading volume and lower price distortion and bid-ask spread. When information is endogenous, the influences are reversed. The reason is that social networks harm information production after traders tend to rely on information from communication, instead of spending a cost on it..",-0.1062499999999999,0.4125,負面
2736,"This paper focus on artificial intelligence approaches to NP-hard job shop scheduling (JSS) problem. In the literature successful approaches of artificial intelligence techniques such as neural network, genetic algorithm, multi agent systems, simulating annealing, bee colony optimization, ant colony optimization, particle swarm algorithm, etc. are presented as solution approaches to job shop scheduling problem. These studies are surveyed and their successes are listed in this article.",-0.1124999999999999,0.8625,負面
2741,"Real-Time Strategy games (RTS) are representatives of the highest class of computational complexity in computer game genres. To cope with the high complexity of the state-action space of RTS game worlds, various Machine Learning algorithms are being used and researched extensively. In this article, we apply eXtended Classifier Systems (XCS) to the domain of RTS games. The XCS algorithm belongs to a Learning Classifier Systems (LCS) group known for their adaptability, generalisation, and scalability. We build the game agent named AIXCS. It uses a group of XCS algorithms, which generate a set of unit-actions used in the RTS game. The AIXCS operates without prior learning from the game runs and in tight timing constraints. The AIXCS was put to the test against other game agents in the micro RTS game environment, with positive results regarding successful game operation at runtime.",-0.1478936688311688,0.4205938852813853,負面
2743,"Faced with constant increasingly complicated communication network architecture issues and blossoming traffic demand over wireless systems, it is still insufficient for dynamic spectrum resource allocation in the fifth generation (5G) networks if cognitive radio (CR) technology lacks intelligence. For an efficient real-time process, a distributed cognitive cellular network is proposed in this article, which integrates artificial intelligence and CR technology into a sophisticated multi-agent system (MAS). It is a novel paradigm for 5G cellular allocation among primary users, secondary users, and base stations is of fundamental importance for dyna mic time-frequency-space resource allocation to improve the utilization of the spectrum resources in the cognitive cellular network. We introduce a four-layer distributed networking framework and establish a hierarchical MAS model. Furthermore, w e expound the key methods and technologies and evaluate the effectiveness through numerical simulations. Finally, challenges and open issues are discussed.",-0.1181818181818181,0.7090909090909091,負面
2773,"The rapid advancement of artificial intelligence (AI) has led to renewed ambitions of developing artificial general intelligence. Alongside this has been a resurgence in the development of virtual and augmented reality (V/AR) technologies, which are viewed as ""disruptive"" technologies and the computing platforms of the future. V/AR effectively bring the digital world of machines, robots, and artificial agents to our senses while entailing the transposition of human activity and presence into the digital world of artificial agents and machine forms of intelligence. The intersection of humans and machines in this shared space brings humans and machines into ontological continuity as informational entities in a totalizing informational environment, which subsumes both cyber and physical space in an artificially constructed virtual world. The reconstruction of mind (through AI) and world (through V/AR) thus has significant epistemological, ontological, and anthropological implications, which constitute the underlying features in the artificialization of mind and world.",-0.1519230769230769,0.5802197802197802,負面
2840,"Decision aids based on artificial intelligence and machine learning can benefit human decisions and system performance, but can also provide incorrect advice, and invite operators to inappropriately rely on automation. This paper examined the extent to which example-based explanations could improve reliance on a decision aid that is based on machine learning. Participants engaged in a preventive maintenance task by providing their diagnosis of the conditions of three components of a hydraulic system. A decision aid based on machine learning provided advice but was not always reliable. Three explanation displays (baseline, normative, normative plus contrastive) were manipulated within-participants. With the normative explanation display, we found improvements in participants' decision time and subjective workload. With the addition of contrastive explanations, we found improvements in participants' hit rate and sensitivity in discriminating between correct and incorrect ML advice. Implications for the design of explainable interfaces to support human-AI interaction in data intensive environments are discussed.& COPY; 2023 Elsevier B.V. All rights reserved.",-0.3,0.55,負面
2869,"There is an overlooked problem which increasing microbial abundance while reducing nitrogen loss during composting. This study investigated the viability of spent mushroom substrate (SMS) as conditioners in the aerobic composting of kitchen waste (KW) with cattle manure (CM). The variation of temperature, pH, C/N, organic matter, cellulose, hemicelluloses, germination index (GI), and microflora structure were explored to evaluate the potential in accelerating maturity and nitrogen fixation by SMS addition. The results showed that the addition of SMS accelerated the heating rate, prolonged the high temperature time, and decreased organic matter, hemicellulose, and cellulose by 17.49%, 23.61%, and 18.62%, respectively. The GI reached 105.86% with SMS addition, while 74.17% was found in control treatment after composting. SMS changed the microbial community composition and increased the species abundance. Proteiniclasticum, Clostridium XI and Azomonas were dominant bacteria, which increased the retention of nitrogen, promoted organic matter degradation and reduce compost time. The study can provide a feasible strategy for nitrogen fixation in the field of organic waste recycling.",-0.1057142857142857,0.3485714285714286,負面
2892,"To investigate the in vivo effects of macromolecular crowding we examined the effect of inert macromolecules such as polyvinyl alcohol and polyethylene glycol on the in vitro activity of recA protein. The addition of either of these volume-occupying agents enables recA protein to promote homologous pairing and exchange of DNA strands at an otherwise nonpermissive magnesium ion concentration. In the presence of these macromolecules, both the rate of recA protein association with single-stranded DNA (ssDNA) and the steady-state affinity of recA protein for ssDNA are increased. Consequently, the ability of recA protein to compete with ssDNA-binding protein (SSB protein) is enhanced, and the inhibitory effects of SSB protein on the formation of recA protein-ssDNA presynaptic complexes are eliminated. Because the ability of recA protein to bind to ssDNA-containing secondary structures is also enhanced in volume-occupied solution, joint molecule formation is not greatly reduced when SSB protein is omitted from the reaction. Thus, increased recA protein interactions with ssDNA contribute to enhanced presynaptic complex formation. In addition, polyvinyl alcohol and polyethylene glycol must also affect another property of recA protein, i.e. self-association, which is required for synapsis and DNA strand exchange. Our examination of DNA strand exchange in the presence of volume-occupying agents helps to reconcile the requirement for elevated magnesium ion concentrations in recA protein-promoted recombination reactions in vitro, with a presumably low magnesium ion concentration in vivo.",-0.2,0.45,負面
2932,"The Association for the Advancement of Artificial Intelligence, in cooperation with Stanford University's Department of Computer Science, presented the 2018 Spring Symposium Series, held March 26-28, 2018, on the campus of Stanford University. The seven symposia held were AI and Society: Ethics, Safety, and Trustworthiness in Intelligent Agents; Artificial Intelligence for the Internet of Everything; Beyond Machine Intelligence: Understanding Cognitive Bias and Humanity for WellBeing AI; Data-Efficient Reinforcement Learning; The Design of the User Experience for Artificial Intelligence (the UX of AI); Integrated Representation, Reasoning, Learning, and Execution for Goal-Directed Autonomy; Learning, Inference, and Control of Multiagent Systems. This report, compiled from organizers of the symposia, summarizes the research of the symposia that took place.",-0.2499999999999999,0.975,負面
